pws_id,pws_name,epa_region_code,primacy_agency,pws_type,owner_type,primary_source,activity_status,season_end_date,population,rule_name,violation_code,violation_type,violation_category,health_based,contaminant,season_start_date,last_reported,submission_quarter,return_to_compliance_date,contaminant_code,submission_year,major_violation,connections,first_reported,submission_year.1
NE3120446,"ITHACA, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,156,Ground Water Rule,45,Failure To Address Deficiency,TT,Y,Groundwater Rule,42428,,Returned to Compliance,43126.0,SOX,State Compliance achieved,,,2,43356
NE3120446,"ITHACA, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,156,Ground Water Rule,45,Failure To Address Deficiency,TT,Y,Groundwater Rule,42428,,Returned to Compliance,43126.0,SOX,State Compliance achieved,,,2,43356
NE3120446,"ITHACA, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,156,Ground Water Rule,45,Failure To Address Deficiency,TT,Y,Groundwater Rule,42428,,Returned to Compliance,43126.0,SOX,State Compliance achieved,,,2,43356
NE3120446,"ITHACA, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,156,Ground Water Rule,45,Failure To Address Deficiency,TT,Y,Groundwater Rule,42428,,Returned to Compliance,43039.0,SOX,State Compliance achieved,,,2,43356
NE3120446,"ITHACA, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,156,Ground Water Rule,45,Failure To Address Deficiency,TT,Y,Groundwater Rule,42428,,Returned to Compliance,43126.0,SOX,State Compliance achieved,,,2,43356
NE3120446,"ITHACA, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,156,Ground Water Rule,45,Failure To Address Deficiency,TT,Y,Groundwater Rule,42428,,Returned to Compliance,43126.0,SOX,State Compliance achieved,,,2,43356
NE3102508,"ALVO, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,142,Ground Water Rule,45,Failure To Address Deficiency,TT,Y,Groundwater Rule,42423,,Returned to Compliance,43307.0,SOX,State Compliance achieved,,,2,43356
NE3115913,"UTICA, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,840,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),42401,42429.0,Returned to Compliance,43466.0,SOX,State Compliance achieved,,,2,42536
NE3102304,"BRAINARD, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,361,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),42401,42429.0,Returned to Compliance,42639.0,SOX,State Compliance achieved,,,2,42536
NE3116702,"STANTON, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,1577,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),42401,42429.0,Returned to Compliance,43466.0,SOX,State Compliance achieved,,,2,42536
NE3102522,CUMING CO RWD 1,Region 7,Nebraska,CWS,State,Ground water,Active,,1875,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),42401,42429.0,Returned to Compliance,42794.0,SOX,State Compliance achieved,,,2,42536
NE3120962,T-L IRRIGATION CO,Region 7,Nebraska,NTNCWS,State,Ground water,Active,,175,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),42401,42429.0,Returned to Compliance,42443.0,SOX,State Compliance achieved,,,2,42536
NE3111907,COUNTRY VILLAGE MOBILE HOME PARK,Region 7,Nebraska,CWS,State,Ground water purchased,Active,,255,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),42401,42429.0,Returned to Compliance,43194.0,SOX,State Compliance achieved,,,3,42536
NE3150049,SUNSET INN,Region 7,Nebraska,TNCWS,State,Ground water,Active,,25,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),42401,42429.0,Returned to Compliance,42794.0,SOX,State Compliance achieved,,,2,42536
NE3150330,STUHR MUSEUM,Region 7,Nebraska,TNCWS,State,Ground water,Active,,175,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),42401,42429.0,Returned to Compliance,42794.0,SOX,State Compliance achieved,,,2,42536
NE3190018,OGALLALA WESTBOUND REST AREA,Region 7,Nebraska,TNCWS,State,Ground water,Active,,100,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),42370,42400.0,Returned to Compliance,43194.0,SOX,State Compliance achieved,,,2,42536
NE3102508,"ALVO, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,142,Nitrate Rule,3,"Monitoring, Regular",MR,N,Nitrate-Nitrite,42370,42735.0,Returned to Compliance,43319.0,SOX,State Compliance achieved,Y,,3,42906
NE3121162,TRAVIS MERCHANTS OF VENICE,Region 7,Nebraska,TNCWS,State,Ground water,Active,,200,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),42370,42460.0,Returned to Compliance,42710.0,SOX,State Compliance achieved,,,3,42536
NE3121295,CORNER STOP ENTERPRISES INC,Region 7,Nebraska,TNCWS,State,Ground water,Active,,155,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),42370,42460.0,Returned to Compliance,42846.0,SOX,State Compliance achieved,,,3,42536
NE3121402,KRAMPER LAKE/DANISH ALPS RECREATION AREA,Region 7,Nebraska,TNCWS,State,Ground water,Active,,25,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),42370,42460.0,Returned to Compliance,42825.0,SOX,State Compliance achieved,,,3,42536
NE3100108,"TRUMBULL, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water purchased,Active,,194,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),42370,42400.0,Returned to Compliance,42432.0,SOX,State Compliance achieved,,,3,42536
NE3101502,"BRISTOW, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water purchased,Active,,65,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),42370,42400.0,Returned to Compliance,43466.0,SOX,State Compliance achieved,,,3,42536
NE3111907,COUNTRY VILLAGE MOBILE HOME PARK,Region 7,Nebraska,CWS,State,Ground water purchased,Active,,255,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),42370,42400.0,Returned to Compliance,43194.0,SOX,State Compliance achieved,,,3,42536
NE3120303,CEDAR-KNOX RURAL WATER PROJECT,Region 7,Nebraska,CWS,State,Surface water,Active,,2483,Stage 2 Disinfectants and Disinfection Byproducts Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,TTHM,42370,42460.0,Returned to Compliance,43330.0,SOX,State Compliance achieved,,,2,42536
NE3121106,HUSKER AG LLC,Region 7,Nebraska,NTNCWS,State,Ground water,Active,,60,Nitrate Rule,1,"Maximum Contaminant Level Violation, Single Sample",MCL,Y,Nitrate-Nitrite,42370,42460.0,Returned to Compliance,42871.0,SOX,State Compliance achieved,,,1,42536
NE3150038,ALLIANCE AIRPORT,Region 7,Nebraska,NTNCWS,State,Ground water,Active,,55,Arsenic Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Arsenic,42370,42460.0,Returned to Compliance,43194.0,SOX,State Compliance achieved,,,2,42536
NE3121230,KAAPA ETHANOL RAVENNA LLC,Region 7,Nebraska,NTNCWS,State,Ground water,Active,,56,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),42370,42460.0,Returned to Compliance,42825.0,SOX,State Compliance achieved,,,3,42536
NE3121430,ONE HORSE SALOON,Region 7,Nebraska,TNCWS,State,Ground water,Active,,25,Nitrate Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Nitrate-Nitrite,42370,42460.0,Returned to Compliance,42461.0,SIF,State Public Notification received,,,1,42536
NE3121430,ONE HORSE SALOON,Region 7,Nebraska,TNCWS,State,Ground water,Active,,25,Nitrate Rule,1,"Maximum Contaminant Level Violation, Single Sample",MCL,Y,Nitrate-Nitrite,42370,42460.0,Returned to Compliance,42508.0,SOX,State Compliance achieved,,,1,42536
NE3120521,PRIME STOP NORTH,Region 7,Nebraska,TNCWS,State,Ground water,Active,,200,Nitrate Rule,1,"Maximum Contaminant Level Violation, Single Sample",MCL,Y,Nitrate-Nitrite,42370,42460.0,Returned to Compliance,42597.0,SOX,State Compliance achieved,,,1,42536
NE3112708,"JOHNSON, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,328,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),42370,42400.0,Returned to Compliance,42437.0,SOX,State Compliance achieved,,,2,42536
NE3103704,"HOWELLS, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,567,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),42370,42400.0,Returned to Compliance,42765.0,SOX,State Compliance achieved,,,2,42536
NE3114901,"NEWPORT, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,80,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),42370,42400.0,Returned to Compliance,42765.0,SOX,State Compliance achieved,,,2,42536
NE3102304,"BRAINARD, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,361,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),42370,42400.0,Returned to Compliance,42639.0,SOX,State Compliance achieved,,,2,42536
NE3107703,"SCOTIA, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,319,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),42370,42400.0,Returned to Compliance,42765.0,SOX,State Compliance achieved,,,2,42536
NE3108904,"ONEILL, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,3705,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),42370,42400.0,Returned to Compliance,42765.0,SOX,State Compliance achieved,,,2,42536
NE3106503,"EDISON, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,111,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),42370,42400.0,Returned to Compliance,42600.0,SOX,State Compliance achieved,,,2,42536
NE3120757,LANCASTER CO SID 6 - VILLAGE OF EMERALD,Region 7,Nebraska,CWS,State,Ground water,Active,,100,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),42370,42400.0,Returned to Compliance,42426.0,SOX,State Compliance achieved,,,2,42536
NE3106501,"WILSONVILLE, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,71,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),42370,42400.0,Returned to Compliance,42765.0,SOX,State Compliance achieved,,,2,42536
NE3102105,"CRAIG, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,199,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),42370,42400.0,Returned to Compliance,42765.0,SOX,State Compliance achieved,,,3,42536
NE3130003,"ROSELAND, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,250,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),42370,42400.0,Returned to Compliance,42765.0,SOX,State Compliance achieved,,,3,42536
NE3102508,"ALVO, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,142,Public Notice Rule and Revised PN Rule,75,Public Notification Violation for NPDWR Violation,Other,N,Public Notice,42370,,Returned to Compliance,43222.0,SOX,State Compliance achieved,,,3,43188
NE3117502,"NORTH LOUP, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water purchased,Active,,297,Arsenic Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Arsenic,42370,42460.0,Returned to Compliance,42510.0,SOX,State Compliance achieved,,,2,42536
NE3113301,"DUBOIS, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water purchased,Active,,122,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),42370,42400.0,Returned to Compliance,42487.0,SOX,State Compliance achieved,,,2,42536
NE3103505,"EDGAR, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,498,Nitrate Rule,1,"Maximum Contaminant Level Violation, Single Sample",MCL,Y,Nitrate-Nitrite,42370,42460.0,Known,,SFL,State Administrative/Compliance Order without penalty issued,,,1,42536
NE3114301,"POLK, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,346,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),42370,42400.0,Returned to Compliance,42408.0,SIF,State Public Notification received,,,2,42536
NE3114106,COLLEGE VIEW PARK,Region 7,Nebraska,CWS,State,Ground water,Active,,150,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),42370,42400.0,Returned to Compliance,42425.0,SIF,State Public Notification received,,,3,42536
NE3120372,"PROSSER, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,76,Nitrate Rule,1,"Maximum Contaminant Level Violation, Single Sample",MCL,Y,Nitrate-Nitrite,42370,42460.0,Returned to Compliance,43075.0,SOX,State Compliance achieved,,,1,42536
NE3112102,"CENTRAL CITY, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,3000,Nitrate Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Nitrate-Nitrite,42370,42460.0,Returned to Compliance,42486.0,SOX,State Compliance achieved,,,1,42536
NE3114103,"HUMPHREY, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,842,Inorganic Chemicals,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Selenium,42370,42460.0,Returned to Compliance,42794.0,SOX,State Compliance achieved,,,2,42536
NE3103903,"WISNER, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,1239,Inorganic Chemicals,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Selenium,42370,42460.0,Returned to Compliance,42648.0,SOX,State Compliance achieved,,,2,42536
NE3118706,"YORK, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,7832,Arsenic Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Arsenic,42370,42460.0,Returned to Compliance,42598.0,SOX,State Compliance achieved,,,2,42536
NE3103304,"LODGEPOLE, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,318,Arsenic Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Arsenic,42370,42460.0,Returned to Compliance,42984.0,SOX,State Compliance achieved,,,2,42536
NE3114106,COLLEGE VIEW PARK,Region 7,Nebraska,CWS,State,Ground water,Active,,150,Arsenic Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Arsenic,42370,42460.0,Returned to Compliance,43341.0,SOX,State Compliance achieved,,,2,42536
NE3102901,"WAUNETA, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,543,Arsenic Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Arsenic,42370,42460.0,Returned to Compliance,44433.0,SOX,State Compliance achieved,,,2,42536
NE3150300,MORMON ISLAND SRA - NG & PC,Region 7,Nebraska,TNCWS,State,Ground water,Active,,200,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),42370,42400.0,Returned to Compliance,42765.0,SOX,State Compliance achieved,,,2,42536
NE3110106,MARTINVIEW COURT,Region 7,Nebraska,TNCWS,State,Ground water,Active,,26,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),42339,42369.0,Returned to Compliance,42734.0,SOX,State Compliance achieved,,,2,42536
NE3120840,EAGLES NEST ESTATES,Region 7,Nebraska,CWS,State,Ground water,Active,,52,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),42339,42369.0,Returned to Compliance,42388.0,SIF,State Public Notification received,,,3,42536
NE3106709,"VIRGINIA, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water purchased,Active,,67,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),42339,42369.0,Returned to Compliance,42734.0,SOX,State Compliance achieved,,,2,42536
NE3121429,COTTONWOOD TERRACE,Region 7,Nebraska,CWS,State,Ground water purchased,Active,,562,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),42339,42369.0,Returned to Compliance,42734.0,SOX,State Compliance achieved,,,3,42536
NE3109101,"MULLEN, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,279,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),42339,42369.0,Returned to Compliance,42734.0,SOX,State Compliance achieved,,,2,42536
NE3109509,"JANSEN, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,118,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),42339,42369.0,Returned to Compliance,42734.0,SOX,State Compliance achieved,,,2,42536
NE3101104,"PETERSBURG, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,333,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),42339,42369.0,Returned to Compliance,42734.0,SOX,State Compliance achieved,,,2,42536
NE3103901,"BANCROFT, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,490,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),42339,42369.0,Returned to Compliance,42734.0,SOX,State Compliance achieved,,,2,42536
NE3107704,"WOLBACH, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,287,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),42339,42369.0,Returned to Compliance,43466.0,SOX,State Compliance achieved,,,3,42536
NE3116909,"BELVIDERE, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,32,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),42339,42369.0,Returned to Compliance,42734.0,SOX,State Compliance achieved,,,3,42536
NE3103704,"HOWELLS, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,567,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),42339,42369.0,Returned to Compliance,42734.0,SOX,State Compliance achieved,,,2,42536
NE3105702,"HAIGLER, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,162,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),42339,42369.0,Returned to Compliance,42734.0,SOX,State Compliance achieved,,,2,42536
NE3103306,"GURLEY, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,234,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),42339,42369.0,Returned to Compliance,42734.0,SOX,State Compliance achieved,,,2,42536
NE3106503,"EDISON, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,111,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),42339,42369.0,Returned to Compliance,42600.0,SOX,State Compliance achieved,,,2,42536
NE3120954,HARRISBURG WATER SYSTEM,Region 7,Nebraska,CWS,State,Ground water,Active,,150,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),42339,42369.0,Returned to Compliance,42734.0,SOX,State Compliance achieved,,,2,42536
NE3117503,"ARCADIA, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,311,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),42339,42369.0,Returned to Compliance,42734.0,SOX,State Compliance achieved,,,2,42536
NE3120036,BOYD CO RWD 2,Region 7,Nebraska,CWS,State,Ground water,Active,,490,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),42339,42369.0,Returned to Compliance,42734.0,SOX,State Compliance achieved,,,2,42536
NE3110908,"PANAMA, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,250,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),42339,42369.0,Returned to Compliance,42583.0,SOX,State Compliance achieved,,,2,42536
NE3102522,CUMING CO RWD 1,Region 7,Nebraska,CWS,State,Ground water,Active,,1875,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),42339,42369.0,Returned to Compliance,42734.0,SOX,State Compliance achieved,,,2,42536
